"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6IYZCXLU","journalArticle","1996","Camino, Giovanni; Luda, Maria Paola; Costa, Luigi; Guaita, Marino","Thermal degradation of ethyleneurea formaldehyde polycondensates","Macromolecular Chemistry and Physics","","1022-1352, 1521-3935","10.1002/macp.1996.021970104","https://onlinelibrary.wiley.com/doi/10.1002/macp.1996.021970104","Abstract             The mechanism of thermal degradation of the polymer obtained by polycondensation of ethyleneurea with formaldehyde was studied in detail using several techniques. On heating the polymer undergoes crystallisation at about 175°C. Upon melting (at 355°C) further condensation of ethyleneurea with formaldehyde takes place with elimination of water. This process overlaps with the degradation of the polymer which occurs with formation of a complex mixture of volatile products and of a charred residue. The largest fraction of the volatile products of degradation is a low boiling mixture of ethyleneurea with chain fragments containing NH, N‐methyl and unsaturated structures as end groups. A small fraction of gases such as methane, carbon dioxide, carbon monoxide etc. is also evolved. A degradation mechanism is proposed, which accounts for the experimental results.","1996-01","2025-04-14 18:37:51","2025-04-14 18:37:51","2025-04-14 18:37:51","41-60","","1","197","","Macro Chemistry & Physics","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5PIU5DS","journalArticle","1997","Hanamaki, Yoshihiko; Kinoshita, Hiromu; Akiyama, Hidefumi; Ogasawara, Nagaatsu; Shiraki, Yasuhiro","Spontaneous-emission-lifetime alteration in In x Ga 1 − x As /GaAs vertical-cavity surface-emitting laser structures","Physical Review B","","0163-1829, 1095-3795","10.1103/PhysRevB.56.R4379","https://link.aps.org/doi/10.1103/PhysRevB.56.R4379","","1997-08-15","2025-04-14 18:37:51","2025-04-14 18:37:51","2025-04-14 18:37:51","R4379-R4382","","8","56","","Phys. Rev. B","","","","","","","","en","http://link.aps.org/licenses/aps-default-license","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGWBRJP5","journalArticle","1976","Kitagawa, T.; Abe, M.; Kyogoku, Y.; Ogoshi, H.; Watanabe, E.; Yoshida, Z.","Resonance Raman spectra of metallooctaethylporphyrins. Low frequency vibrations of porphyrin and iron-axial ligand stretching modes","The Journal of Physical Chemistry","","0022-3654, 1541-5740","10.1021/j100552a012","https://pubs.acs.org/doi/abs/10.1021/j100552a012","","1976-05","2025-04-14 18:37:52","2025-04-14 18:37:52","2025-04-14 18:37:52","1181-1186","","11","80","","J. Phys. Chem.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TV4L4XLV","journalArticle","2003","Xu, Zhiqiang; Qi, Zhigang; Kaufman, Arthur","Advanced Fuel Cell Catalysts","Electrochemical and Solid-State Letters","","10990062","10.1149/1.1592373","https://iopscience.iop.org/article/10.1149/1.1592373","","2003","2025-04-14 18:37:52","2025-04-14 18:37:52","2025-04-14 18:37:52","A171","","9","6","","Electrochem. Solid-State Lett.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\L53JW4P3\Xu et al. - 2003 - Advanced Fuel Cell Catalysts.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVTR4PEV","journalArticle","1983","Saitô, Hazime; Iwanaga, Yoshihiro; Tabeta, Ryoko; Narita, Mitsuaki; Asakura, Tetsuo","A HIGH RESOLUTION 13C NMR STUDY OF SILK FIBROIN IN SOLID STATE BY THE CROSS POLARIZATION-MAGIC ANGLE SPINNING METHOD: CONFORMATIONAL CHARACTERIZATION UTILIZING CONFORMATION-DEPENDENT 13C CHEMICAL SHIFTS","Chemistry Letters","","0366-7022, 1348-0715","10.1246/cl.1983.427","https://academic.oup.com/chemlett/article/12/4/427/7414516","Abstract             Solid state high resolution 13C NMR spectra of the silk fibroins from Bombyx mori (B. mori) and Philosamia cynthia ricini (P. c. ricini) together with those of appropriate model peptides were recorded by cross polarization-magic angle spinning method. We found by examining 13C chemical shifts that anti-parallel β-sheet and α-helix forms were straightforwardly ascribed to the fibroins from B. mori and P. c. ricini, respectively.","1983-04-05","2025-04-14 18:37:54","2025-04-14 18:37:54","2025-04-14 18:37:54","427-430","","4","12","","","A HIGH RESOLUTION 13C NMR STUDY OF SILK FIBROIN IN SOLID STATE BY THE CROSS POLARIZATION-MAGIC ANGLE SPINNING METHOD","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TYEAG5P","journalArticle","2008","Sugiura, Kimihiko; Shiramizu, Toshiki; Yamauchi, Tatsuya; Yamauchi, Makoto; Matsuzaki, Satoru; Kada, Norio; Itoh, Yasuhiko","Development of a High Performance Separator for PEFC by Visualization Technique","ECS Transactions","","1938-5862, 1938-6737","10.1149/1.2921540","https://iopscience.iop.org/article/10.1149/1.2921540","The PEFC has water management issues such as flooding, where condensate blocks pores of Gas-Diffusion-Layer, and plugging, where condensate blocks the gas channels. Flooding/plugging in the cathode is influenced by the anode channel through the mem-brane. Moreover, the water transport phenomenon through the membrane is affected by the location of the flooding/plugging in each gas channel. We aim to elucidate the water transport phe-nomenon through the membrane by visualizing both electrode re-actions. Moreover, we develop a high performance separator as a proposal of an optimum water management method. This high per-formance separator is composed of two channels for gas and drain-age, and a Water-Adsorption-Layer between GDL and the current collector. The pore diameter and porosity of WAL are optimized by visualization technique. Ultimately, a 0.9 μm MPD WAL has good performance, and if it is adopted in high performance separa-tors, the plugging/flooding phenomena can be controlled on PEFC.","2008-05-02","2025-04-14 18:37:58","2025-04-14 18:37:58","2025-04-14 18:37:58","131-138","","1","12","","ECS Trans.","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRMSPFY8","journalArticle","2013","Rokicki, Tomas; Kociemba, Herbert; Davidson, Morley; Dethridge, John","The Diameter of the Rubik's Cube Group Is Twenty","SIAM Journal on Discrete Mathematics","","0895-4801, 1095-7146","10.1137/120867366","http://epubs.siam.org/doi/10.1137/120867366","","2013-01","2025-04-14 18:37:59","2025-04-14 18:37:59","2025-04-14 18:37:59","1082-1105","","2","27","","SIAM J. Discrete Math.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\XH33PXNT\Rokicki et al. - 2013 - The Diameter of the Rubik's Cube Group Is Twenty.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FST9ZAN9","journalArticle","2003","Reshef, Lea; Olswang, Yael; Cassuto, Hanoch; Blum, Barak; Croniger, Colleen M.; Kalhan, Satish C.; Tilghman, Shirley M.; Hanson, Richard W.","Glyceroneogenesis and the Triglyceride/Fatty Acid Cycle","Journal of Biological Chemistry","","00219258","10.1074/jbc.R300017200","https://linkinghub.elsevier.com/retrieve/pii/S0021925820840654","","2003-08","2025-04-14 18:38:00","2025-04-14 18:38:00","2025-04-14 18:38:00","30413-30416","","33","278","","Journal of Biological Chemistry","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\BMKZCS3U\Reshef et al. - 2003 - Glyceroneogenesis and the TriglycerideFatty Acid Cycle.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56N452FZ","journalArticle","2006","Parsons, Anne","<i>Children as Pawns: the Politics of Educational Reform</i> by Timothy A. Hacsi","British Journal of Educational Studies","","0007-1005, 1467-8527","10.1111/j.1467-8527.2006.339_7.x","http://www.tandfonline.com/doi/abs/10.1111/j.1467-8527.2006.339_7.x","","2006-06","2025-04-14 18:38:03","2025-04-14 18:38:03","2025-04-14 18:38:03","256-258","","2","54","","British Journal of Educational Studies","<i>Children as Pawns</i>","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUBEQ7TA","journalArticle","2014","Sakai, Akira","(Invited) Synchrotron Radiation Based X-ray Microdiffraction of Advanced Semiconductor Materials","ECS Transactions","","1938-5862, 1938-6737","10.1149/06411.0255ecst","https://iopscience.iop.org/article/10.1149/06411.0255ecst","Synchrotron-radiation-based X-ray microdiffraction (XRMD) measurements were employed as a new powerful method to characterize several kinds of advanced semiconductor epitaxial films. The XRMD with a few hundred nanometer beam size effectively reveals crystal domain textures and microscopic residual strain distribution in the films, which is respectively demonstrated for Ge thin lines with nanometer scale widths formed by the aspect ratio epitaxy and thick AlN films grown on the trench-patterned AlN/α-Al               2               O               3               templates. Based on the XRMD results, the origin of the domain texturing in the thin Ge lines and the influence of nanometer-scale periodically-aligned voids in the AlN films on the strain distribution are discussed.","2014-08-07","2025-04-14 18:38:03","2025-04-14 18:38:03","2025-04-14 18:38:03","255-263","","11","64","","ECS Trans.","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDAK93PP","journalArticle","1983","Schmid, Bernhard M; Sato, Naoki; Inokuchi, Hiroo","ELIMINATION OF SAMPLE CHARGING IN UV PHOTOEMISSION FROM SINGLE CRYSTALS OF SEVERAL POLYCYCLIC HYDROCARBONS","Chemistry Letters","","0366-7022, 1348-0715","10.1246/cl.1983.1897","https://academic.oup.com/chemlett/article/12/12/1897/7414572","Abstract             UV photoemission spectra of single crystals of polycyclic hydrocarbons were measured using two methods, 1) covering a sample with a thin layer of gold and 2) inducing photoconduction in the sample with low-energy light, to eliminate sample charging. Their ionization thresholds obtained are all smaller than the values for corresponding polycrystalline thin films.","1983-12-05","2025-04-14 18:38:04","2025-04-14 18:38:04","2025-04-14 18:38:04","1897-1900","","12","12","","","","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFKEREUR","journalArticle","1986","Iwata, Masaaki; Kuzuhara, Hiroyoshi","<i>N</i> -(ω-TOSYLOXYALKYL)PHTHALIMIDES AS REACTIVE GENERAL SYNTHONS FOR INTRODUCING ALKYLAMINO GROUPS AND THEIR APPLICATION FOR THE “SELF-PROLIFERATIVE” SYNTHESIS OF OPEN-CHAIN POLYAMINES","Chemistry Letters","","0366-7022, 1348-0715","10.1246/cl.1986.369","https://academic.oup.com/chemlett/article/15/3/369/7415874","Abstract             New synthetic routes to N-(ω-tosyloxyalkyl)phthalimides (2) were developed and the synthetic utility of 2 as alkylating reagents was exemplified in the open-chain polyamine synthesis involving the “self-proliferative” process.","1986-03-05","2025-04-14 18:38:05","2025-04-14 18:38:05","2025-04-14 18:38:05","369-372","","3","15","","","","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNP2ZKKZ","journalArticle","1977","Jacobs, Barry L.; Trulson, Michael E.; Stern, Warren C.","Behavioral effects of LSD in the cat: Proposal of an animal behavior model for studying the actions of hallucinogenic drugs","Brain Research","","00068993","10.1016/0006-8993(77)90423-1","https://linkinghub.elsevier.com/retrieve/pii/0006899377904231","","1977-08","2025-04-14 18:38:05","2025-04-14 18:38:05","2025-04-14 18:38:05","301-314","","2","132","","Brain Research","Behavioral effects of LSD in the cat","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WV7LNKWQ","journalArticle","2015","Churchill, David","The Spectacle of Security: Lock-Picking Competitions and the Security Industry in mid-Victorian Britain","History Workshop Journal","","1363-3554, 1477-4569","10.1093/hwj/dbv018","https://academic.oup.com/hwj/article-lookup/doi/10.1093/hwj/dbv018","","2015-10","2025-04-14 18:38:06","2025-04-14 18:38:06","2025-04-14 18:38:06","52-74","","1","80","","Hist Workshop J","The Spectacle of Security","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\XUNSM7M6\Churchill - 2015 - The Spectacle of Security Lock-Picking Competitions and the Security Industry in mid-Victorian Brit.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHTP672U","journalArticle","2017","Winkler, V.; Hanemann, T.; Bruns, M.","Comparative surface analysis study of the solid electrolyte interphase formation on graphite anodes in lithium‐ion batteries depending on the electrolyte composition","Surface and Interface Analysis","","0142-2421, 1096-9918","10.1002/sia.6139","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/sia.6139","The composition of the solid electrolyte interphase (SEI) on graphite anodes is characterized within a comparative surface analytical study varying systematically the electrolyte composition and the cycling conditions. In particular, the conducting salts lithium hexafluorophosphate and lithium bis(trifluoromethanesulfonyl)imide as well as vinylene carbonate and 1‐fluoroethylene carbonate as different electrolyte additives are compared regarding the SEI formation under different cycling conditions. A comprehensive study using X‐ray photoelectron spectroscopy revealed pronounced differences of the SEI compositions at different aging stages. Both additives significantly influence the SEI composition and are able to prevent from parasitic side reactions as well as from decomposition of the conducting salt lithium hexafluorophosphate. This study suggests a promising approach to improve the SEI properties to enhance long‐term stability of lithium‐ion batteries by changing the electrolyte composition. Copyright © 2016 John Wiley & Sons, Ltd.","2017-05","2025-04-14 18:38:08","2025-04-14 18:38:08","2025-04-14 18:38:08","361-369","","5","49","","Surface & Interface Analysis","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RL9BDED","journalArticle","2014","Goswami, M.; Knijn, P. J.; Bauhuis, G. J.; Janssen, J. W. G.; Van Bentum, P. J. M.; De Wijs, G. A.; Kentgens, A. P. M","Stripline<sup>75</sup> As NMR Study of Epitaxial III–V Semiconductor Al<sub>0.5</sub> Ga<sub>0.5</sub> As","The Journal of Physical Chemistry C","","1932-7447, 1932-7455","10.1021/jp501892x","https://pubs.acs.org/doi/10.1021/jp501892x","","2014-06-26","2025-04-14 18:38:08","2025-04-14 18:38:08","2025-04-14 18:38:08","13394-13405","","25","118","","J. Phys. Chem. C","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\YJTQWYKW\Goswami et al. - 2014 - Stripline75 As NMR Study of Epitaxial III–V Semiconductor Al0.5 Ga0.5su.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4MYG365","journalArticle","2016","Cerwenka, Adelheid; Lanier, Lewis L.","Natural killer cell memory in infection, inflammation and cancer","Nature Reviews Immunology","","1474-1733, 1474-1741","10.1038/nri.2015.9","https://www.nature.com/articles/nri.2015.9","","2016-02","2025-04-14 18:38:13","2025-04-14 18:38:13","2025-04-14 18:38:13","112-123","","2","16","","Nat Rev Immunol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMC5RGR4","journalArticle","2013","Kim, Sangkyu; Welsh, David A.; Cherry, Katie E.; Myers, Leann; Jazwinski, S. Michal","Association of healthy aging with parental longevity","AGE","","0161-9152, 1574-4647","10.1007/s11357-012-9472-0","http://link.springer.com/10.1007/s11357-012-9472-0","","2013-10","2025-04-14 18:38:14","2025-04-14 18:38:14","2025-04-14 18:38:14","1975-1982","","5","35","","AGE","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\23PQPZCK\Kim et al. - 2013 - Association of healthy aging with parental longevity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IK5FCND6","journalArticle","2005","Wu, X.-F.; Dzenis, Y. A.","Elasticity of planar fiber networks","Journal of Applied Physics","","0021-8979, 1089-7550","10.1063/1.2123369","https://pubs.aip.org/jap/article/98/9/093501/924386/Elasticity-of-planar-fiber-networks","A micromechanics model is proposed for the elasticity of planar fiber networks (FNs). The FN is created by random deposition of linearly elastic straight rods within a region. The rods are bonded rigidly at contacts. Under external in-plane loading, the FN deformation consists of fiber bending, elongation, and contraction. An effective constitutive relation for fiber network is developed by averaging the strain energy dissipated by all possible fiber deformations in all directions. Numerical calculations are performed to analyze the effects of fiber aspect ratio and fiber concentration on the effective stiffness of the planar random FN. Finite element analysis (FEA) is performed and compared with the theoretical predictions of the effective FN moduli at several fiber concentrations. FEA results are in good agreement with theoretical predictions. The present model can be used for the prediction of mechanical properties, scaling analysis, and optimization of fiber assemblies.","2005-11-01","2025-04-14 18:38:15","2025-04-14 18:38:15","2025-04-14 18:38:15","093501","","9","98","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\UILM44BT\Wu and Dzenis - 2005 - Elasticity of planar fiber networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCHNGVEW","journalArticle","2018","Majid, Mohammad Shahi; Ahmad, Hosseini Seyed; Bizhan, Helli; Hosein, Haghighi Zade Mohammad; Mohammad, Abolfathi","The effect of vitamin D supplement on the score and quality of sleep in 20–50 year-old people with sleep disorders compared with control group","Nutritional Neuroscience","","1028-415X, 1476-8305","10.1080/1028415X.2017.1317395","https://www.tandfonline.com/doi/full/10.1080/1028415X.2017.1317395","","2018-08-09","2025-04-14 18:38:17","2025-04-14 18:38:17","2025-04-14 18:38:17","511-519","","7","21","","Nutritional Neuroscience","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXFHDD34","journalArticle","1998","Lehman, Peter","Reply to David Bordwell","Cinema Journal","","00097101","10.2307/1225645","https://www.jstor.org/stable/1225645?origin=crossref","","1998","2025-04-14 18:38:18","2025-04-14 18:38:18","2025-04-14 18:38:18","90","","2","37","","Cinema Journal","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESP8U4M6","journalArticle","2015","Syed, Junaid Ali; Tang, Shaochun; Lu, Hongbin; Meng, Xiangkang","Water-Soluble Polyaniline–Polyacrylic Acid Composites as Efficient Corrosion Inhibitors for 316SS","Industrial & Engineering Chemistry Research","","0888-5885, 1520-5045","10.1021/ie5046395","https://pubs.acs.org/doi/10.1021/ie5046395","","2015-03-25","2025-04-14 18:38:19","2025-04-14 18:38:19","2025-04-14 18:38:19","2950-2959","","11","54","","Ind. Eng. Chem. Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ST5KWSGC","journalArticle","2002","Ekman, Inger; Fagerberg, Björn; Lundman, Berit","Health-related quality of life and sense of coherence among elderly patients with severe chronic heart failure in comparison with healthy controls","Heart & Lung","","01479563","10.1067/mhl.2002.122821","https://linkinghub.elsevier.com/retrieve/pii/S014795630282492X","","2002-03","2025-04-14 18:38:19","2025-04-14 18:38:19","2025-04-14 18:38:19","94-101","","2","31","","Heart & Lung","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICBC4TGD","journalArticle","2013","Ma, Hui Feng; Cai, Ben Geng; Zhang, Teng Xiang; Yang, Yan; Jiang; Cui","Three-Dimensional Gradient-Index Materials and Their Applications in Microwave Lens Antennas","IEEE Transactions on Antennas and Propagation","","0018-926X, 1558-2221","10.1109/TAP.2012.2237534","http://ieeexplore.ieee.org/document/6401164/","","2013-05","2025-04-14 18:38:20","2025-04-14 18:38:20","2025-04-14 18:38:20","2561-2569","","5","61","","IEEE Trans. Antennas Propagat.","","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTLWXGC","journalArticle","1971","Baugh, Daniel A.; Wickwire, Franklin; Wickwire, Mary","Cornwallis: The American Adventure","The William and Mary Quarterly","","00435597","10.2307/1925126","https://www.jstor.org/stable/1925126?origin=crossref","","1971-01","2025-04-14 18:38:21","2025-04-14 18:38:21","2025-04-14 18:38:21","133","","1","28","","The William and Mary Quarterly","Cornwallis","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWBSE4EA","journalArticle","2017","Witono, J.R.; Noordergraaf, I.W.; Heeres, H.J.; Janssen, L.P.B.M.","Rheological behavior of reaction mixtures during the graft copolymerization of cassava starch with acrylic acid","Polymer Engineering & Science","","0032-3888, 1548-2634","10.1002/pen.24509","https://4spepublications.onlinelibrary.wiley.com/doi/10.1002/pen.24509","Literature data on the rheological behavior of a reaction mixture during the graft copolymerization of acrylic acid onto gelatinized starch are scarce. Yet, such information is important for process design. In this work, continuous torque recording was found to be a suitable method to monitor the apparent viscosity. Reactions were performed in a bench scale reactor at ambient conditions with the monomer to starch ratio as the main variable. Apparent viscosity of the reaction mixture increased rapidly, which could be fitted with good accuracy with a first order exponential growth model. The maximum viscosity of 18 Pa⋅s was seen at the intermediate monomer to starch ratio of 1.0, a phenomenon that is in accordance with literature data. Starch thixotropy is influenced by the grafting of poly‐acrylic acid, until it has almost disappeared at the highest monomer to starch molar ratio of 2.0. POLYM. ENG. SCI., 57:1285–1292, 2017. © 2017 Society of Plastics Engineers","2017-12","2025-04-14 18:38:21","2025-04-14 18:38:21","2025-04-14 18:38:21","1285-1292","","12","57","","Polymer Engineering & Sci","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\QIF7ARCE\Witono et al. - 2017 - Rheological behavior of reaction mixtures during the graft copolymerization of cassava starch with a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JERNHR2","journalArticle","1993","Natale, R.; Russo, R.; Vittoria, V.","Erratum to: Crystallinity of isotactic polypropylene films annealed from the quenched state","Journal of Materials Science","","0022-2461, 1573-4803","10.1007/BF00570096","http://link.springer.com/10.1007/BF00570096","","1993-10","2025-04-14 18:38:23","2025-04-14 18:38:23","2025-04-14 18:38:23","iv-iv","","19","28","","J Mater Sci","Erratum to","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\K3RJHNZJ\Natale et al. - 1993 - Erratum to Crystallinity of isotactic polypropylene films annealed from the quenched state.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDLIRBGF","journalArticle","1978","Söderström, T.; Ljung, L.; Gustavsson, I.","A theoretical analysis of recursive identification methods","Automatica","","00051098","10.1016/0005-1098(78)90088-2","https://linkinghub.elsevier.com/retrieve/pii/0005109878900882","","1978-05","2025-04-14 18:38:25","2025-04-14 18:38:25","2025-04-14 18:38:25","231-244","","3","14","","Automatica","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABJYFUT4","journalArticle","2005","Lai, Jr-iuan; Shafi, Kurikka V. P. M.; Ulman, Abraham; Loos, Katja; Lee, Yongjae; Vogt, Thomas; Lee, Wei-Li; Ong, N. P.; Estournès, Claude","Controlling the Size of Magnetic Nanoparticles Using Pluronic Block Copolymer Surfactants","The Journal of Physical Chemistry B","","1520-6106, 1520-5207","10.1021/jp051004z","https://pubs.acs.org/doi/10.1021/jp051004z","","2005-02-01","2025-04-14 18:38:26","2025-04-14 18:38:26","2025-04-14 18:38:26","2034-2034","","5","109","","J. Phys. Chem. B","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBYP8Q5Y","journalArticle","2010","Glavin","Contemporary Dickens, edited by Eileen Gillooly and Deirdre David","Victorian Studies","","00425222","10.2979/vic.2010.52.2.337","https://muse.jhu.edu/article/382076","","2010","2025-04-14 18:38:26","2025-04-14 18:38:26","2025-04-14 18:38:26","337","","2","52","","Victorian Studies","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NXU5943","journalArticle","1994","Amphlett, J.C.; Baumert, R.M.; Mann, R.F.; Peppley, B.A.; Roberge, P.R.; Rodrigues, A.","Parametric modelling of the performance of a 5-kW proton-exchange membrane fuel cell stack","Journal of Power Sources","","03787753","10.1016/0378-7753(93)01835-6","https://linkinghub.elsevier.com/retrieve/pii/0378775393018356","","1994-04","2025-04-14 18:38:27","2025-04-14 18:38:27","2025-04-14 18:38:27","349-356","","1-3","49","","Journal of Power Sources","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2QIZLZJ","journalArticle","2012","Carter, Blaine M.; Wiesenauer, Brian R.; Hatakeyama, Evan S.; Barton, John L.; Noble, Richard D.; Gin, Douglas L.","Glycerol-Based Bicontinuous Cubic Lyotropic Liquid Crystal Monomer System for the Fabrication of Thin-Film Membranes with Uniform Nanopores","Chemistry of Materials","","0897-4756, 1520-5002","10.1021/cm302027s","https://pubs.acs.org/doi/10.1021/cm302027s","","2012-11-13","2025-04-14 18:38:27","2025-04-14 18:38:27","2025-04-14 18:38:27","4005-4007","","21","24","","Chem. Mater.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
